City,Latitude,Longitude,Name,Link,Rating
Rouen,49.4404591,1.0939658,HÃ´tel De La CathÃ©drale,https://www.booking.comhttps://www.booking.com/hotel/fr/de-la-cathedrale.fr.html,"Avec une note de 7,9"
Rouen,49.4404591,1.0939658,HÃ´tel Paulette Rouen Centre CathÃ©drale,https://www.booking.comhttps://www.booking.com/hotel/fr/hotel-de-paris-rouen.fr.html,"Avec une note de 8,5"
Rouen,49.4404591,1.0939658,Grand HÃ´tel De La Seine,https://www.booking.comhttps://www.booking.com/hotel/fr/rouencentre.fr.html,"Avec une note de 8,0"
Rouen,49.4404591,1.0939658,B&B HOTEL Rouen Centre Rive Droite,https://www.booking.comhttps://www.booking.com/hotel/fr/ibis-rouen-centre-rive-droite.fr.html,"Avec une note de 8,0"
Rouen,49.4404591,1.0939658,Appart Rouen Centre,https://www.booking.comhttps://www.booking.com/hotel/fr/appart-rouen-centre.fr.html,"Avec une note de 8,2"
Rouen,49.4404591,1.0939658,Hotel De Quebec,https://www.booking.comhttps://www.booking.com/hotel/fr/alive-hotel-de-quebec.fr.html,"Avec une note de 8,5"
Rouen,49.4404591,1.0939658,Glamour Chic en hyper centre pour 4 - Wifi - Sauna pour 2 - MyLittleStay,https://www.booking.comhttps://www.booking.com/hotel/fr/hyper-centre-wifi-sauna-glamour-chic-rouen.fr.html,"Avec une note de 8,5"
Rouen,49.4404591,1.0939658,Hotel Morand,https://www.booking.comhttps://www.booking.com/hotel/fr/lemorand.fr.html,"Avec une note de 8,0"
Rouen,49.4404591,1.0939658,Appartement confortable et Ã©lÃ©gant en centre ville,https://www.booking.comhttps://www.booking.com/hotel/fr/appartement-confortable-et-elegant-en-centre-ville.fr.html,"Avec une note de 9,1"
Rouen,49.4404591,1.0939658,Mercure Rouen Centre Champ de Mars,https://www.booking.comhttps://www.booking.com/hotel/fr/mercure-rouen-champ-de-mars.fr.html,"Avec une note de 8,1"
Rouen,49.4404591,1.0939658,Hotel Dandy Rouen centre,https://www.booking.comhttps://www.booking.com/hotel/fr/dandy.fr.html,"Avec une note de 8,1"
Rouen,49.4404591,1.0939658,Rouen Vue CathÃ©drale,https://www.booking.comhttps://www.booking.com/hotel/fr/lacroix-370.fr.html,"Avec une note de 8,5"
Rouen,49.4404591,1.0939658,Eaux Spa,https://www.booking.comhttps://www.booking.com/hotel/fr/eaux-spa.fr.html,"Avec une note de 8,2"
Rouen,49.4404591,1.0939658,ibis Rouen Centre Champ de Mars,https://www.booking.comhttps://www.booking.com/hotel/fr/ibis-rouen-champ-de-mars.fr.html,"Avec une note de 8,0"
Rouen,49.4404591,1.0939658,Rouen ECO LODGES maison entiÃ¨re avec terrasse dans jardin potager piscine parking,https://www.booking.comhttps://www.booking.com/hotel/fr/plus-belle-la-vue-bois-guillaume.fr.html,"Avec une note de 8,6"
Rouen,49.4404591,1.0939658,Le Vieux CarrÃ©,https://www.booking.comhttps://www.booking.com/hotel/fr/le-vieux-carre.fr.html,"Avec une note de 8,1"
Rouen,49.4404591,1.0939658,Stanislas,https://www.booking.comhttps://www.booking.com/hotel/fr/stanislas-rouen1.fr.html,"Avec une note de 7,7"
Rouen,49.4404591,1.0939658,Rouen centre avec Sauna - Jacuzzi - Parking - 5 Ã©toiles,https://www.booking.comhttps://www.booking.com/hotel/fr/rouen-centre-avec-sauna-hotspot-4g.fr.html,"Avec une note de 9,4"
Rouen,49.4404591,1.0939658,Les InitiÃ©s,https://www.booking.comhttps://www.booking.com/hotel/fr/les-inities-rouen.fr.html,"Avec une note de 7,7"
Amiens,49.8941708,2.2956951,Moxy Amiens,https://www.booking.comhttps://www.booking.com/hotel/fr/campanile-amiens-centre-gare.fr.html,"Avec une note de 8,4"
Amiens,49.8941708,2.2956951,Mercure Amiens CathÃ©drale,https://www.booking.comhttps://www.booking.com/hotel/fr/mercure-amiens-cathdrale.fr.html,"Avec une note de 8,3"
Amiens,49.8941708,2.2956951,ibis budget Amiens Centre Gare,https://www.booking.comhttps://www.booking.com/hotel/fr/ibis-budget-amiens-centre-gare.fr.html,"Avec une note de 8,1"
Amiens,49.8941708,2.2956951,Appartement hyper centre cathÃ©drale avec parking gratuit,https://www.booking.comhttps://www.booking.com/hotel/fr/appartement-hype-centre-cathedrale.fr.html,"Avec une note de 8,4"
Amiens,49.8941708,2.2956951,ibis Styles Amiens Centre,https://www.booking.comhttps://www.booking.com/hotel/fr/ibis-styles-amiens-centre.fr.html,"Avec une note de 8,5"
Amiens,49.8941708,2.2956951,Holiday Inn Express Amiens by IHG,https://www.booking.comhttps://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html,"Avec une note de 8,0"
Amiens,49.8941708,2.2956951,Le Cottage des Hortillonnages,https://www.booking.comhttps://www.booking.com/hotel/fr/le-cottage-des-hortillons.fr.html,"Avec une note de 8,5"
Amiens,49.8941708,2.2956951,Le Saint Louis,https://www.booking.comhttps://www.booking.com/hotel/fr/le-saint-louis-amienq.fr.html,"Avec une note de 8,2"
Amiens,49.8941708,2.2956951,CinÃ©ma & Disney avec Balcon & Parking en Hyper Centre,https://www.booking.comhttps://www.booking.com/hotel/fr/cinema-t3-disney-balcon-hyper-centre.fr.html,"Avec une note de 8,1"
Amiens,49.8941708,2.2956951,duplex proche gare vue tour Perret avec parking gratuit,https://www.booking.comhttps://www.booking.com/hotel/fr/duplex-proche-gare-amiens.fr.html,"Avec une note de 8,4"
Amiens,49.8941708,2.2956951,Les Hortensias Roses Duplex,https://www.booking.comhttps://www.booking.com/hotel/fr/les-hortensias-de-la-cathedrale.fr.html,"Avec une note de 9,8"
Amiens,49.8941708,2.2956951,Amiens LOFT,https://www.booking.comhttps://www.booking.com/hotel/fr/amiens-loft.fr.html,"Avec une note de 8,6"
Amiens,49.8941708,2.2956951,4 Ch - 10 pers - Grande Maison - Parking - Jardin - BBQ,https://www.booking.comhttps://www.booking.com/hotel/fr/4-chambres-grande-maison-toute-equipee.fr.html,"Avec une note de 8,4"
Amiens,49.8941708,2.2956951,Maison Longuevie,https://www.booking.comhttps://www.booking.com/hotel/fr/longuevie.fr.html,"Avec une note de 9,5"
Amiens,49.8941708,2.2956951,Hotel Central Anzac,https://www.booking.comhttps://www.booking.com/hotel/fr/central-anzac.fr.html,"Avec une note de 7,1"
Amiens,49.8941708,2.2956951,Appart Hotel Odalys City Amiens Blamont,https://www.booking.comhttps://www.booking.com/hotel/fr/appart-39-odalys-blamont.fr.html,"Avec une note de 7,7"
Amiens,49.8941708,2.2956951,Ginkgo Maison d'hÃ´tes,https://www.booking.comhttps://www.booking.com/hotel/fr/ginkgo-maison-d-39-hotes.fr.html,"Avec une note de 9,3"
Amiens,49.8941708,2.2956951,Appartement Les Jardins de Jules Verne - CÃ´tÃ© Jardin,https://www.booking.comhttps://www.booking.com/hotel/fr/les-jardins-de-jules-verne-cote-jardin-amiens.fr.html,"Avec une note de 9,3"
Amiens,49.8941708,2.2956951,Maison de Charme - 4 Chambres - Courette & Parking Gratuit,https://www.booking.comhttps://www.booking.com/hotel/fr/charming-house-4-bedrooms-courtyard-free-parking.fr.html,"Avec une note de 9,1"
Amiens,49.8941708,2.2956951,SPA - 4 Pers - NETFLIX - Gare - Parking,https://www.booking.comhttps://www.booking.com/hotel/fr/unique-spa-4-pers-netflix-gare.fr.html,"Avec une note de 8,2"
Amiens,49.8941708,2.2956951,Appartement Les Jardins de Jules Verne - CÃ´tÃ© Mer,https://www.booking.comhttps://www.booking.com/hotel/fr/les-jardins-de-jules-verne-cote-mer.fr.html,"Avec une note de 8,7"
Amiens,49.8941708,2.2956951,DOMITYS - La Plume de Samara - RÃ©sidence sÃ©nior,https://www.booking.comhttps://www.booking.com/hotel/fr/domitys-la-plume-de-samara.fr.html,"Avec une note de 9,1"
Amiens,49.8941708,2.2956951,B&B HOTEL Amiens Centre CathÃ©drale,https://www.booking.comhttps://www.booking.com/hotel/fr/ibis-amiens-centre-cathedrale.fr.html,"Avec une note de 8,3"
Amiens,49.8941708,2.2956951,Plein centre- 90m CathÃ©drale - 2ch - 4 couchages - 6 personnes,https://www.booking.comhttps://www.booking.com/hotel/fr/plein-centre-90m-cathedrale-2ch-3-lits-amiens2.fr.html,"Avec une note de 9,4"
Amiens,49.8941708,2.2956951,Maison Ulysse,https://www.booking.comhttps://www.booking.com/hotel/fr/maison-ulysse.fr.html,"Avec une note de 9,0"
Strasbourg,48.5846140,7.7507127,voco Strasbourg Centre - The Garden by IHG,https://www.booking.comhttps://www.booking.com/hotel/fr/golden-tulip-strasbourg-centre-the-garden.fr.html,"Avec une note de 8,5"
Strasbourg,48.5846140,7.7507127,Cour du Corbeau Hotel Strasbourg - MGallery Collection,https://www.booking.comhttps://www.booking.com/hotel/fr/cour-du-corbeau.fr.html,"Avec une note de 9,2"
Strasbourg,48.5846140,7.7507127,"Maison Rouge Strasbourg Hotel & Spa, Autograph Collection",https://www.booking.comhttps://www.booking.com/hotel/fr/maisonrouge.fr.html,"Avec une note de 8,8"
Strasbourg,48.5846140,7.7507127,Citadines Eurometropole Strasbourg,https://www.booking.comhttps://www.booking.com/hotel/fr/citadines-eurometropole-strasbourg.fr.html,"Avec une note de 8,5"
Strasbourg,48.5846140,7.7507127,HÃ´tel LÃONOR the place to live,https://www.booking.comhttps://www.booking.com/hotel/fr/leonor-the-place-to-live.fr.html,"Avec une note de 9,3"
Strasbourg,48.5846140,7.7507127,Citadines KlÃ©ber Strasbourg,https://www.booking.comhttps://www.booking.com/hotel/fr/citadines-aparthotel-strasbourg.fr.html,"Avec une note de 8,2"
Strasbourg,48.5846140,7.7507127,Lagrange ApartâHotel Strasbourg Wilson,https://www.booking.comhttps://www.booking.com/hotel/fr/lagrange-city-strasbourg.fr.html,"Avec une note de 8,0"
Strasbourg,48.5846140,7.7507127,Hotel & Spa REGENT PETITE FRANCE,https://www.booking.comhttps://www.booking.com/hotel/fr/regentpetitefrance.fr.html,"Avec une note de 8,9"
Strasbourg,48.5846140,7.7507127,Aparthotel Adagio Strasbourg Place Kleber,https://www.booking.comhttps://www.booking.com/hotel/fr/adagio-city-aparthotel-strasbourg-place-kleber.fr.html,"Avec une note de 8,1"
Strasbourg,48.5846140,7.7507127,Hotel Les Haras,https://www.booking.comhttps://www.booking.com/hotel/fr/ha-tel-les-haras.fr.html,"Avec une note de 8,9"
Strasbourg,48.5846140,7.7507127,HÃ´tel de l'Europe by HappyCulture,https://www.booking.comhttps://www.booking.com/hotel/fr/leurope.fr.html,"Avec une note de 8,4"
Strasbourg,48.5846140,7.7507127,HANNONG Hotel & Wine Bar,https://www.booking.comhttps://www.booking.com/hotel/fr/tihannong.fr.html,"Avec une note de 8,7"
Strasbourg,48.5846140,7.7507127,HÃ´tel le Grillon,https://www.booking.comhttps://www.booking.com/hotel/fr/grillonstrasbourg.fr.html,"Avec une note de 8,4"
Strasbourg,48.5846140,7.7507127,Hotel des Vosges BW Premier Collection,https://www.booking.comhttps://www.booking.com/hotel/fr/des-vosges.fr.html,"Avec une note de 8,6"
Strasbourg,48.5846140,7.7507127,HÃ´tel & Spa Le Bouclier D'or,https://www.booking.comhttps://www.booking.com/hotel/fr/le-bouclier-d-or.fr.html,"Avec une note de 9,2"
Strasbourg,48.5846140,7.7507127,AC Hotel by Marriott Strasbourg,https://www.booking.comhttps://www.booking.com/hotel/fr/ac-by-marriott-strasbourg.fr.html,"Avec une note de 8,6"
Strasbourg,48.5846140,7.7507127,Residence Inn by Marriott Strasbourg,https://www.booking.comhttps://www.booking.com/hotel/fr/residence-inn-by-marriott-strasbourg.fr.html,"Avec une note de 8,9"
Strasbourg,48.5846140,7.7507127,Hotel Kaijoo by HappyCulture,https://www.booking.comhttps://www.booking.com/hotel/fr/hotel-kaijoo-by-happyculture.fr.html,"Avec une note de 8,0"
Strasbourg,48.5846140,7.7507127,Novotel Strasbourg Centre Halles,https://www.booking.comhttps://www.booking.com/hotel/fr/novotel-strasbourg-centre-halles.fr.html,"Avec une note de 7,5"
Strasbourg,48.5846140,7.7507127,Le Grand Hotel,https://www.booking.comhttps://www.booking.com/hotel/fr/legrandhotel.fr.html,"Avec une note de 8,5"
Strasbourg,48.5846140,7.7507127,BOMA easy living hotel,https://www.booking.comhttps://www.booking.com/hotel/fr/boma-strasbourg.fr.html,"Avec une note de 8,8"
Strasbourg,48.5846140,7.7507127,Hotel Beaucour,https://www.booking.comhttps://www.booking.com/hotel/fr/beaucour.fr.html,"Avec une note de 8,8"
Strasbourg,48.5846140,7.7507127,JAMES RÃ©sidence & Spa,https://www.booking.comhttps://www.booking.com/hotel/fr/james-residence-amp-spa.fr.html,"Avec une note de 8,3"
Strasbourg,48.5846140,7.7507127,ibis Strasbourg Centre Petite France,https://www.booking.comhttps://www.booking.com/hotel/fr/ibis-strasbourg-centre-petite-france.fr.html,"Avec une note de 7,6"
Strasbourg,48.5846140,7.7507127,HÃ´tel Tandem - Boutique HÃ´tel,https://www.booking.comhttps://www.booking.com/hotel/fr/ha-tel-nid-de-cigognes.fr.html,"Avec une note de 9,0"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Domaine du Haut-Koenigsbourg,https://www.booking.comhttps://www.booking.com/hotel/fr/les-chambres-du-haut-koenigsbourg.fr.html,"Avec une note de 8,3"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,La forÃªt EnchantÃ©e - Cozy Immo,https://www.booking.comhttps://www.booking.com/hotel/fr/la-foret-enchantee-cozy-immo.fr.html,"Avec une note de 9,7"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Au pied du ChÃ¢teau,https://www.booking.comhttps://www.booking.com/hotel/fr/au-pied-du-chateau-orschwiller.fr.html,Avec une note de 10
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Chambres d'HÃ´tes Le Domaine des Remparts,https://www.booking.comhttps://www.booking.com/hotel/fr/le-domaine-des-remparts.fr.html,"Avec une note de 8,8"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Logis Hotel Le Parc & Spa,https://www.booking.comhttps://www.booking.com/hotel/fr/logis-le-parc-st-hippolyte.fr.html,"Avec une note de 8,8"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Les Chambres du Beau Regard,https://www.booking.comhttps://www.booking.com/hotel/fr/les-chambres-du-beau-regard.fr.html,"Avec une note de 9,4"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Le Manoir des Sens - ForÃªt de Bergheim,https://www.booking.comhttps://www.booking.com/hotel/fr/la-sapiniere-thannenkirch.fr.html,"Avec une note de 9,2"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,"GÃ®te ""AU CADRAN SOLAIRE""",https://www.booking.comhttps://www.booking.com/hotel/fr/gite-au-cadran-solaire.fr.html,"Avec une note de 9,2"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Hotel Elisabeth,https://www.booking.comhttps://www.booking.com/hotel/fr/elisabeth.fr.html,"Avec une note de 8,2"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,"Chambre d'HÃ´tes ""Au Vigneron""",https://www.booking.comhttps://www.booking.com/hotel/fr/chambre-d-39-hotes-quot-au-vigneron-quot.fr.html,"Avec une note de 9,5"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,HÃ´tel du Haut Koenigsbourg- entre vignes et chÃ¢teau,https://www.booking.comhttps://www.booking.com/hotel/fr/le-haut-koenigsbourg.fr.html,"Avec une note de 9,2"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Chambre Le Hupsa Pfannala,https://www.booking.comhttps://www.booking.com/hotel/fr/le-hupsa-pfannala-saint-hippolyte.fr.html,"Avec une note de 8,7"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Logis Du Haut-Koenigsbourg,https://www.booking.comhttps://www.booking.com/hotel/fr/logis-du-haut-koenigsbourg.fr.html,"Avec une note de 8,9"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Chalet Les PrÃ©s,https://www.booking.comhttps://www.booking.com/hotel/fr/chalet-les-pres.fr.html,"Avec une note de 9,5"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,"HÃ´tel Val-Vignes Colmar Haut-Koenigsbourg, The Originals Relais",https://www.booking.comhttps://www.booking.com/hotel/fr/val-vignes.fr.html,"Avec une note de 8,6"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Hotel Restaurant Dontenville,https://www.booking.comhttps://www.booking.com/hotel/fr/dontenville.fr.html,"Avec une note de 8,4"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,HÃ´tel le Saint Nicolas,https://www.booking.comhttps://www.booking.com/hotel/fr/ha-tel-le-saint-nicolas.fr.html,"Avec une note de 8,4"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,GÃ®te Binnert Bader,https://www.booking.comhttps://www.booking.com/hotel/fr/au-muenchberg.fr.html,"Avec une note de 9,0"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,L'Ã©clos des vignes - Appartements haut de gamme avec Spa,https://www.booking.comhttps://www.booking.com/hotel/fr/gite-les-amandiers.fr.html,"Avec une note de 8,8"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,"Appartements duplex 3 et 4 personnes - Climatisation - Village Ã©lu parmi les ""Plus Beaux Villages de France"" - Route des Vins - Centre Alsace",https://www.booking.comhttps://www.booking.com/hotel/fr/beigheim-centre-spacieux-fibre.fr.html,"Avec une note de 8,8"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Gites & Camping on the Route des Vins,https://www.booking.comhttps://www.booking.com/hotel/fr/gites-amp-camping-on-the-route-des-vins.fr.html,"Avec une note de 8,2"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,La Maison de juliette,https://www.booking.comhttps://www.booking.com/hotel/fr/la-maison-de-juliette-st-hippolyte.fr.html,"Avec une note de 8,2"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,La maison de Tania,https://www.booking.comhttps://www.booking.com/hotel/fr/la-maison-de-tania.fr.html,"Avec une note de 9,1"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,La Maison Vigneronne,https://www.booking.comhttps://www.booking.com/hotel/fr/la-maison-du-vigneron.fr.html,"Avec une note de 8,9"
Chateau du Haut Koenigsbourg,48.2494107,7.3443202,Appartement des Sorcieres - Witches Apartment,https://www.booking.comhttps://www.booking.com/hotel/fr/appartement-des-sorcieres-witches-apartment.fr.html,"Avec une note de 9,2"
Colmar,48.0777517,7.3579641,Suites Residences Spa,https://www.booking.comhttps://www.booking.com/hotel/fr/suites-residences-spa.fr.html,"Avec une note de 7,9"
Colmar,48.0777517,7.3579641,L'Esquisse Hotel & Spa Colmar - MGallery Collection,https://www.booking.comhttps://www.booking.com/hotel/fr/colmar-champ-de-mars.fr.html,"Avec une note de 9,2"
Colmar,48.0777517,7.3579641,Appartement Luxueux Centre Ville,https://www.booking.comhttps://www.booking.com/hotel/fr/appartement-luxueux-centre-ville.fr.html,"Avec une note de 9,4"
Colmar,48.0777517,7.3579641,Duplex Ã©lÃ©gant pour 4 pers avec garage au centre de Colmar - FR-1-722-13,https://www.booking.comhttps://www.booking.com/hotel/fr/duplex-elegant-pour-4-pers-avec-garage-au-centre-de-colmar-fr-1-722-13.fr.html,"Avec une note de 9,0"
Colmar,48.0777517,7.3579641,Novotel Suites Colmar Centre,https://www.booking.comhttps://www.booking.com/hotel/fr/novotel-suites-colmar-centre.fr.html,"Avec une note de 8,9"
Colmar,48.0777517,7.3579641,Colmar Hotel,https://www.booking.comhttps://www.booking.com/hotel/fr/colmar.fr.html,"Avec une note de 9,0"
Colmar,48.0777517,7.3579641,RÃ©sidence Pierre & Vacances La Petite Venise,https://www.booking.comhttps://www.booking.com/hotel/fr/la-petite-venise.fr.html,"Avec une note de 8,3"
Colmar,48.0777517,7.3579641,Deluxe Design - City Center Cosy Apartments,https://www.booking.comhttps://www.booking.com/hotel/fr/deluxe-design-city-center-cosy-apartments.fr.html,"Avec une note de 8,6"
Colmar,48.0777517,7.3579641,Mercure Colmar Centre Unterlinden,https://www.booking.comhttps://www.booking.com/hotel/fr/colmar-centre-unterlinden.fr.html,"Avec une note de 8,2"
Colmar,48.0777517,7.3579641,My Sweet Homes - Le 15,https://www.booking.comhttps://www.booking.com/hotel/fr/my-sweet-homes-le-15.fr.html,"Avec une note de 8,7"
Colmar,48.0777517,7.3579641,MY SWEET HOMES - Appartements avec SPA,https://www.booking.comhttps://www.booking.com/hotel/fr/my-sweet-homes-bartholdi-et-little-venice.fr.html,"Avec une note de 8,5"
Colmar,48.0777517,7.3579641,Au Grenier Ã  Sel Colmar,https://www.booking.comhttps://www.booking.com/hotel/fr/au-grenier-a-sel-colmar.fr.html,"Avec une note de 9,2"
Colmar,48.0777517,7.3579641,Hotel Le Colombier,https://www.booking.comhttps://www.booking.com/hotel/fr/colombiercolmar.fr.html,"Avec une note de 8,8"
Colmar,48.0777517,7.3579641,ColmarAppart Vauban avec Spa,https://www.booking.comhttps://www.booking.com/hotel/fr/colmarappart-vauban-avec-spa.fr.html,"Avec une note de 8,4"
Colmar,48.0777517,7.3579641,HÃ´tel Maison Turenne,https://www.booking.comhttps://www.booking.com/hotel/fr/turenne-colmar.fr.html,"Avec une note de 8,5"
Colmar,48.0777517,7.3579641,At home in the center of Colmar,https://www.booking.comhttps://www.booking.com/hotel/fr/at-home-on-colmar.fr.html,"Avec une note de 9,2"
Colmar,48.0777517,7.3579641,Arche de NoÃ©,https://www.booking.comhttps://www.booking.com/hotel/fr/arche-de-noe-colmar.fr.html,"Avec une note de 9,2"
Colmar,48.0777517,7.3579641,Appart Hotel Odalys City Colmar La Rose d'Argent,https://www.booking.comhttps://www.booking.com/hotel/fr/appart-39-odalys-la-rose-d-39-argent.fr.html,"Avec une note de 8,1"
Colmar,48.0777517,7.3579641,L'Ours de Colmar bis,https://www.booking.comhttps://www.booking.com/hotel/fr/ours-04.fr.html,"Avec une note de 9,1"
